"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"5.0","4.0","2024-11-14T21:17:37.929808915Z","2024-11-14T21:17:38.019218499Z","[]","0","2259"
"1.0","4.0","2024-11-14T21:17:37.929811640Z","2024-11-14T21:17:38.142277741Z","[fog-node-4:SERVICE_DURATION]","1","2199"
"2.0","4.0","2024-11-14T21:17:37.928016383Z","2024-11-14T21:17:38.029156376Z","[]","0","2619"
"2.0","4.0","2024-11-14T21:17:37.930756809Z","2024-11-14T21:17:37.981179341Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","3423"
"1.0","4.0","2024-11-14T21:17:37.930757824Z","2024-11-14T21:17:38.003395732Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","3585"
"2.0","4.0","2024-11-14T21:17:37.928436851Z","2024-11-14T21:17:38.133372400Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD]","2","3935"
"1.0","1.0","2024-11-14T21:17:42.927872038Z","2024-11-14T21:17:42.929329440Z","[]","0","879"
"5.0","1.0","2024-11-14T21:17:42.931553278Z","2024-11-14T21:17:42.950173779Z","[]","0","930"
"5.0","1.0","2024-11-14T21:17:42.927876219Z","2024-11-14T21:17:43.022207856Z","[]","0","902"
"2.0","1.0","2024-11-14T21:17:42.927877090Z","2024-11-14T21:17:43.043367127Z","[]","0","901"
"1.0","1.0","2024-11-14T21:17:42.931556394Z","2024-11-14T21:17:43.016576342Z","[]","0","910"
"3.0","1.0","2024-11-14T21:17:42.931555362Z","2024-11-14T21:17:43.002571980Z","[]","0","936"
"1.0","4.0","2024-11-14T21:17:42.929269471Z","2024-11-14T21:17:42.946865356Z","[fog-node-3:UPPER_THRESHOLD]","1","2270"
"5.0","4.0","2024-11-14T21:17:42.929271540Z","2024-11-14T21:17:42.997528749Z","[fog-node-3:UPPER_THRESHOLD]","1","2283"
"3.0","4.0","2024-11-14T21:17:42.929272456Z","2024-11-14T21:17:43.040079572Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:SERVICE_DURATION]","2","2906"
"5.0","4.0","2024-11-14T21:17:42.929752318Z","2024-11-14T21:17:43.125249824Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:SERVICE_DURATION]","2","2869"
"2.0","4.0","2024-11-14T21:17:42.931550844Z","2024-11-14T21:17:42.933907763Z","[]","0","4585"
"4.0","4.0","2024-11-14T21:17:42.931554384Z","2024-11-14T21:17:42.973778755Z","[]","0","4582"
"3.0","4.0","2024-11-14T21:17:42.927874413Z","2024-11-14T21:17:42.956266907Z","[]","0","4594"
"4.0","4.0","2024-11-14T21:17:42.927875319Z","2024-11-14T21:17:42.989604109Z","[]","0","4579"
"3.0","4.0","2024-11-14T21:17:42.929755700Z","2024-11-14T21:17:44.997780Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:SERVICE_DURATION, fog-node-7:SERVICE_DURATION]","3","2168"
"1.0","1.0","2024-11-14T21:17:47.931144863Z","2024-11-14T21:17:47.971094046Z","[fog-node-2:RANKING]","1","259"
"4.0","1.0","2024-11-14T21:17:47.934267321Z","2024-11-14T21:17:47.936273196Z","[]","0","341"
"5.0","1.0","2024-11-14T21:17:47.934269067Z","2024-11-14T21:17:47.971719863Z","[]","0","332"
"2.0","1.0","2024-11-14T21:17:42.929273400Z","2024-11-14T21:17:46.714273Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:RANKING, fog-node-7:RANKING]","3","825"
"4.0","1.0","2024-11-14T21:17:47.931147664Z","2024-11-14T21:17:48.039596531Z","[fog-node-2:RANKING]","1","435"
"4.0","1.0","2024-11-14T21:17:47.932200994Z","2024-11-14T21:17:47.933627273Z","[]","0","1131"
"2.0","1.0","2024-11-14T21:17:47.932865150Z","2024-11-14T21:17:47.934385677Z","[]","0","1189"
"4.0","1.0","2024-11-14T21:17:47.932867569Z","2024-11-14T21:17:47.956053533Z","[]","0","1215"
"1.0","1.0","2024-11-14T21:17:47.932203730Z","2024-11-14T21:17:47.974190457Z","[]","0","1224"
"2.0","1.0","2024-11-14T21:17:47.932204530Z","2024-11-14T21:17:47.994091868Z","[]","0","1190"
