"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"2.0","4.0","2024-11-13T04:54:59.016681786Z","2024-11-13T04:54:59.145755696Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","11350"
"2.0","4.0","2024-11-13T04:54:59.001048206Z","2024-11-13T04:54:59.318560517Z","[fog-node-2:SERVICE_DURATION, fog-node-1:SERVICE_DURATION, fog-node-5:SERVICE_DURATION]","3","11335"
"4.0","4.0","2024-11-13T04:54:59.016682606Z","2024-11-13T04:54:59.185002848Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD]","2","11494"
"2.0","4.0","2024-11-13T04:54:58.998807711Z","2024-11-13T04:54:59.358817508Z","[fog-node-1:SERVICE_DURATION, fog-node-5:SERVICE_DURATION]","2","11381"
"3.0","4.0","2024-11-13T04:55:04.000795747Z","2024-11-13T04:55:04.083572717Z","[fog-node-1:UPPER_THRESHOLD]","1","8023"
"3.0","4.0","2024-11-13T04:55:04.007408680Z","2024-11-13T04:55:04.070950515Z","[fog-node-2:UPPER_THRESHOLD]","1","8055"
"2.0","4.0","2024-11-13T04:55:09.009786446Z","2024-11-13T04:55:09.011037617Z","[]","0","4249"
"4.0","4.0","2024-11-13T04:55:09.009788953Z","2024-11-13T04:55:09.026030469Z","[]","0","4245"
"5.0","4.0","2024-11-13T04:55:09.006244143Z","2024-11-13T04:55:09.014759459Z","[]","0","4664"
"3.0","4.0","2024-11-13T04:55:09.006244989Z","2024-11-13T04:55:09.029133592Z","[]","0","4675"
"5.0","1.0","2024-11-13T04:55:14.005962238Z","2024-11-13T04:55:14.050418416Z","[]","0","328"
"5.0","1.0","2024-11-13T04:55:14.009514909Z","2024-11-13T04:55:14.048356561Z","[]","0","332"
"4.0","1.0","2024-11-13T04:55:14.005963800Z","2024-11-13T04:55:14.157526Z","[fog-node-1:RANKING, fog-node-5:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","485"
"3.0","1.0","2024-11-13T04:55:14.009516500Z","2024-11-13T04:55:14.172624Z","[fog-node-2:RANKING, fog-node-5:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","529"
"1.0","4.0","2024-11-13T04:55:09.009789831Z","2024-11-13T04:55:09.057882742Z","[fog-node-4:RANKING]","1","5767"
"3.0","1.0","2024-11-13T04:55:09.009790682Z","2024-11-13T04:55:09.100397059Z","[fog-node-4:RANKING]","1","5937"
"4.0","4.0","2024-11-13T04:55:09.006418654Z","2024-11-13T04:55:09.023529927Z","[fog-node-3:UPPER_THRESHOLD]","1","6038"
"3.0","4.0","2024-11-13T04:55:09.002886963Z","2024-11-13T04:55:09.072740601Z","[fog-node-1:UPPER_THRESHOLD, fog-node-5:UPPER_THRESHOLD]","2","5998"
"1.0","4.0","2024-11-13T04:55:09.006420287Z","2024-11-13T04:55:09.093802934Z","[fog-node-3:UPPER_THRESHOLD]","1","6121"
