"userPriority","servicePriority","firstArrivalAtNode","executedAt","offloadedBy","offloadCount","serviceDuration"
"1.0","4.0","2024-11-13T19:06:23.614572800Z","2024-11-13T19:06:23.684835Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:RANKING, fog-node-7:UPPER_THRESHOLD]","3","1827"
"4.0","4.0","2024-11-13T19:06:23.611669609Z","2024-11-13T19:06:23.666352124Z","[]","0","2575"
"4.0","4.0","2024-11-13T19:06:23.614577509Z","2024-11-13T19:06:23.691754686Z","[fog-node-4:UPPER_THRESHOLD]","1","3339"
"4.0","4.0","2024-11-13T19:06:23.611592920Z","2024-11-13T19:06:23.613762305Z","[]","0","4601"
"5.0","4.0","2024-11-13T19:06:23.611599532Z","2024-11-13T19:06:23.681192291Z","[]","0","4563"
"3.0","1.0","2024-11-13T19:06:28.608924864Z","2024-11-13T19:06:28.632814933Z","[fog-node-2:UPPER_THRESHOLD]","1","350"
"4.0","1.0","2024-11-13T19:06:28.608925729Z","2024-11-13T19:06:28.641489073Z","[fog-node-2:UPPER_THRESHOLD]","1","394"
"1.0","1.0","2024-11-13T19:06:28.612280400Z","2024-11-13T19:06:28.720451Z","[fog-node-3:RANKING, fog-node-6:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","356"
"2.0","1.0","2024-11-13T19:06:28.612277996Z","2024-11-13T19:06:28.621914195Z","[]","0","598"
"4.0","1.0","2024-11-13T19:06:28.612281321Z","2024-11-13T19:06:28.660699365Z","[]","0","602"
"5.0","1.0","2024-11-13T19:06:28.614684144Z","2024-11-13T19:06:28.616243310Z","[]","0","916"
"1.0","1.0","2024-11-13T19:06:28.614687956Z","2024-11-13T19:06:28.669963980Z","[]","0","934"
"2.0","1.0","2024-11-13T19:06:28.614689939Z","2024-11-13T19:06:28.710655803Z","[]","0","909"
"3.0","4.0","2024-11-13T19:06:23.614578500Z","2024-11-13T19:06:28.361844Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:SERVICE_DURATION, fog-node-7:UPPER_THRESHOLD]","3","1999"
"5.0","4.0","2024-11-13T19:06:28.608923094Z","2024-11-13T19:06:28.622976759Z","[fog-node-2:UPPER_THRESHOLD]","1","3501"
"1.0","4.0","2024-11-13T19:06:28.608927300Z","2024-11-13T19:06:28.657287162Z","[fog-node-2:UPPER_THRESHOLD]","1","3680"
"2.0","4.0","2024-11-13T19:06:28.608926501Z","2024-11-13T19:06:28.649640361Z","[fog-node-2:UPPER_THRESHOLD]","1","3747"
"5.0","4.0","2024-11-13T19:06:28.612283050Z","2024-11-13T19:06:28.700428367Z","[]","0","4197"
"3.0","4.0","2024-11-13T19:06:28.612282194Z","2024-11-13T19:06:28.682339562Z","[]","0","4234"
"4.0","4.0","2024-11-13T19:06:28.614688962Z","2024-11-13T19:06:28.692154636Z","[]","0","4601"
"1.0","1.0","2024-11-13T19:06:33.614009503Z","2024-11-13T19:06:33.626850596Z","[fog-node-3:UPPER_THRESHOLD]","1","457"
"1.0","1.0","2024-11-13T19:06:33.616727998Z","2024-11-13T19:06:33.686266590Z","[fog-node-4:RANKING]","1","480"
"2.0","1.0","2024-11-13T19:06:33.614012274Z","2024-11-13T19:06:33.637024407Z","[fog-node-3:UPPER_THRESHOLD]","1","594"
"3.0","1.0","2024-11-13T19:06:33.616723314Z","2024-11-13T19:06:33.621287253Z","[]","0","633"
"4.0","1.0","2024-11-13T19:06:33.616727208Z","2024-11-13T19:06:33.652106283Z","[]","0","631"
"1.0","1.0","2024-11-13T19:06:33.609315106Z","2024-11-13T19:06:33.622768556Z","[]","0","955"
"4.0","1.0","2024-11-13T19:06:33.609316714Z","2024-11-13T19:06:33.665359775Z","[]","0","931"
"5.0","1.0","2024-11-13T19:06:33.609315932Z","2024-11-13T19:06:33.633216353Z","[]","0","1004"
"3.0","4.0","2024-11-13T19:06:33.614014044Z","2024-11-13T19:06:33.691779966Z","[fog-node-3:UPPER_THRESHOLD, fog-node-6:SERVICE_DURATION]","2","2154"
"2.0","4.0","2024-11-13T19:06:33.616728794Z","2024-11-13T19:06:33.712011937Z","[fog-node-4:SERVICE_DURATION, fog-node-6:SERVICE_DURATION]","2","2174"
"5.0","4.0","2024-11-13T19:06:33.616726371Z","2024-11-13T19:06:33.632551953Z","[]","0","2335"
"5.0","4.0","2024-11-13T19:06:33.614013193Z","2024-11-13T19:06:33.643037239Z","[fog-node-3:UPPER_THRESHOLD]","1","2652"
"4.0","4.0","2024-11-13T19:06:33.614014907Z","2024-11-13T19:06:33.687128528Z","[fog-node-3:UPPER_THRESHOLD]","1","2641"
"3.0","4.0","2024-11-13T19:06:33.609333551Z","2024-11-13T19:06:33.687438441Z","[]","0","4601"
"2.0","4.0","2024-11-13T19:06:33.609313286Z","2024-11-13T19:06:33.610770437Z","[]","0","4703"
"1.0","1.0","2024-11-13T19:06:38.614115059Z","2024-11-13T19:06:38.645554505Z","[fog-node-3:RANKING]","1","262"
"1.0","1.0","2024-11-13T19:06:38.619233071Z","2024-11-13T19:06:38.685690541Z","[fog-node-4:RANKING]","1","238"
"2.0","1.0","2024-11-13T19:06:38.611111678Z","2024-11-13T19:06:38.622127897Z","[fog-node-2:UPPER_THRESHOLD]","1","434"
"2.0","1.0","2024-11-13T19:06:38.612821067Z","2024-11-13T19:06:38.668951826Z","[fog-node-1:UPPER_THRESHOLD]","1","472"
"2.0","1.0","2024-11-13T19:06:38.614111911Z","2024-11-13T19:06:38.621159408Z","[]","0","617"
"5.0","1.0","2024-11-13T19:06:38.614116789Z","2024-11-13T19:06:38.675809051Z","[]","0","578"
"3.0","4.0","2024-11-13T19:06:28.609057459Z","2024-11-13T19:06:28.672469631Z","[]","0","10587"
"5.0","4.0","2024-11-13T19:06:28.609052828Z","2024-11-13T19:06:28.612807154Z","[]","0","10631"
"4.0","4.0","2024-11-13T19:06:28.609056445Z","2024-11-13T19:06:28.652129679Z","[]","0","10654"
"1.0","4.0","2024-11-13T19:06:28.609058416Z","2024-11-13T19:06:28.680347446Z","[]","0","10680"
"2.0","4.0","2024-11-13T19:06:28.609055436Z","2024-11-13T19:06:28.622168947Z","[]","0","10848"
"4.0","1.0","2024-11-13T19:06:38.611115146Z","2024-11-13T19:06:38.665634049Z","[fog-node-2:UPPER_THRESHOLD]","1","829"
"1.0","1.0","2024-11-13T19:06:38.611115918Z","2024-11-13T19:06:38.689844890Z","[fog-node-2:UPPER_THRESHOLD]","1","827"
"3.0","1.0","2024-11-13T19:06:38.612821944Z","2024-11-13T19:06:38.681155790Z","[fog-node-1:UPPER_THRESHOLD]","1","1011"
"2.0","1.0","2024-11-13T19:06:33.610111005Z","2024-11-13T19:06:33.611896779Z","[]","0","6178"
"1.0","1.0","2024-11-13T19:06:33.610116025Z","2024-11-13T19:06:33.640530690Z","[]","0","6315"
"3.0","4.0","2024-11-13T19:06:38.619233908Z","2024-11-13T19:06:38.709792552Z","[fog-node-4:SERVICE_DURATION]","1","2004"
"1.0","4.0","2024-11-13T19:06:08.612311400Z","2024-11-13T19:06:39.265873Z","[fog-node-4:UPPER_THRESHOLD, fog-node-6:UPPER_THRESHOLD, fog-node-7:UPPER_THRESHOLD]","3","1992"
"3.0","4.0","2024-11-13T19:06:38.614114192Z","2024-11-13T19:06:38.622695731Z","[]","0","4262"
"4.0","4.0","2024-11-13T19:06:38.614115924Z","2024-11-13T19:06:38.648100905Z","[]","0","4265"
"3.0","1.0","2024-11-13T19:06:43.622543292Z","2024-11-13T19:06:43.680584744Z","[fog-node-3:RANKING]","1","405"
"5.0","1.0","2024-11-13T19:06:43.618831292Z","2024-11-13T19:06:43.652696942Z","[fog-node-4:UPPER_THRESHOLD]","1","484"
